feature_set,window_size,n_components,clipping_threshold,kernel,C,epsilon,gamma,degree,mean_S_score,mean_C_index,mean_MAE,mean_RMSE
A,15,10,130,rbf,10.0,0.1,0.01,3,8.723821891285576,0.8643715897719089,10.308892961007508,16.09557064095819
A,15,10,130,linear,0.1,0.01,scale,2,6.689295758177424,0.8552772304087156,13.439870606417548,17.87755030562926
A,15,10,130,linear,0.1,0.01,scale,3,6.689295758177424,0.8552772304087156,13.439870606417548,17.87755030562926
A,15,10,130,linear,0.1,0.01,0.01,2,6.689295758177424,0.8552772304087156,13.439870606417548,17.87755030562926
A,15,10,130,linear,0.1,0.01,0.01,3,6.689295758177424,0.8552772304087156,13.439870606417548,17.87755030562926
A,15,10,130,linear,0.1,0.1,scale,2,6.690210779166179,0.8552311836944773,13.440493342312063,17.878465369293043
A,15,10,130,linear,0.1,0.1,scale,3,6.690210779166179,0.8552311836944773,13.440493342312063,17.878465369293043
A,15,10,130,linear,0.1,0.1,0.01,2,6.690210779166179,0.8552311836944773,13.440493342312063,17.878465369293043
A,15,10,130,linear,0.1,0.1,0.01,3,6.690210779166179,0.8552311836944773,13.440493342312063,17.878465369293043
A,15,10,130,linear,1.0,0.01,scale,2,6.693928365043095,0.8552328129779975,13.42961262999927,17.872909921406283
A,15,10,130,linear,1.0,0.01,scale,3,6.693928365043095,0.8552328129779975,13.42961262999927,17.872909921406283
A,15,10,130,linear,1.0,0.01,0.01,2,6.693928365043095,0.8552328129779975,13.42961262999927,17.872909921406283
A,15,10,130,linear,1.0,0.01,0.01,3,6.693928365043095,0.8552328129779975,13.42961262999927,17.872909921406283
A,15,10,130,linear,1.0,0.1,scale,2,6.691861666313157,0.8552328691649148,13.430461001430276,17.873002997121674
A,15,10,130,linear,1.0,0.1,scale,3,6.691861666313157,0.8552328691649148,13.430461001430276,17.873002997121674
A,15,10,130,linear,1.0,0.1,0.01,2,6.691861666313157,0.8552328691649148,13.430461001430276,17.873002997121674
A,15,10,130,linear,1.0,0.1,0.01,3,6.691861666313157,0.8552328691649148,13.430461001430276,17.873002997121674
A,15,10,130,linear,10.0,0.01,scale,2,6.694013333868116,0.8552267297570548,13.428665976026595,17.87260782914824
A,15,10,130,linear,10.0,0.01,scale,3,6.694013333868116,0.8552267297570548,13.428665976026595,17.87260782914824
A,15,10,130,linear,10.0,0.01,0.01,2,6.694013333868116,0.8552267297570548,13.428665976026595,17.87260782914824
A,15,10,130,linear,10.0,0.01,0.01,3,6.694013333868116,0.8552267297570548,13.428665976026595,17.87260782914824
A,15,10,130,linear,10.0,0.1,scale,2,6.692132707945603,0.8552246722286068,13.429570630007756,17.87254876908831
A,15,10,130,linear,10.0,0.1,scale,3,6.692132707945603,0.8552246722286068,13.429570630007756,17.87254876908831
A,15,10,130,linear,10.0,0.1,0.01,2,6.692132707945603,0.8552246722286068,13.429570630007756,17.87254876908831
A,15,10,130,linear,10.0,0.1,0.01,3,6.692132707945603,0.8552246722286068,13.429570630007756,17.87254876908831
A,15,10,130,poly,0.1,0.01,scale,2,134.83490543789156,0.6519586542138556,24.408927138880887,31.834203344283832
A,15,10,130,poly,0.1,0.01,scale,3,49.012387106175815,0.8421627841950938,20.13818814866989,26.48277888727372
A,15,10,130,poly,0.1,0.01,0.01,2,167.55584180606166,0.6256762352919674,27.24504305803736,34.66229910164033
A,15,10,130,poly,0.1,0.01,0.01,3,139.67267659103442,0.8240457174820414,23.740475890355945,32.04614053517396
A,15,10,130,poly,0.1,0.1,scale,2,134.69742171786805,0.6519427995920644,24.409642607961214,31.83559475658565
A,15,10,130,poly,0.1,0.1,scale,3,48.94735555646734,0.8421570979750186,20.137778792981564,26.479449043659866
A,15,10,130,poly,0.1,0.1,0.01,2,167.70681192034772,0.6256810028167072,27.245510014836142,34.666608028926014
A,15,10,130,poly,0.1,0.1,0.01,3,139.6649947562794,0.8240622964025743,23.741415063504697,32.04690011210949
A,15,10,130,poly,1.0,0.01,scale,2,208.81970727087528,0.6684108019875226,23.42697642413649,31.39468132977287
A,15,10,130,poly,1.0,0.01,scale,3,34.8404295642624,0.850263683460641,17.196984612078097,22.472376363521512
A,15,10,130,poly,1.0,0.01,0.01,2,135.20472506939592,0.6521509004115102,24.39298394156408,31.824767958614075
A,15,10,130,poly,1.0,0.01,0.01,3,79.43399491410489,0.8364337482178159,21.20040458048683,28.109060810014967
A,15,10,130,poly,1.0,0.1,scale,2,208.29601630985096,0.6683507418205544,23.42861431115954,31.391784626775934
A,15,10,130,poly,1.0,0.1,scale,3,34.79025404030104,0.850272524159952,17.194443845904708,22.4692746830516
A,15,10,130,poly,1.0,0.1,0.01,2,135.05939748013606,0.6522103748249636,24.392160253076568,31.82394485040236
A,15,10,130,poly,1.0,0.1,0.01,3,79.45701819928036,0.8364337305287496,21.20182551212427,28.11090948645604
A,15,10,130,poly,10.0,0.01,scale,2,230.4702948913944,0.6697481884718582,23.32712136264331,31.447934530610347
A,15,10,130,poly,10.0,0.01,scale,3,47.819184781468174,0.846548612005779,16.226984610126635,21.346360636323983
A,15,10,130,poly,10.0,0.01,0.01,2,208.80640821601577,0.6683455365280646,23.429833900047687,31.395261567688976
A,15,10,130,poly,10.0,0.01,0.01,3,35.4467470138612,0.8478299751251356,18.547773721315515,24.24763933626792
A,15,10,130,poly,10.0,0.1,scale,2,230.66514280586352,0.6697777195634724,23.32818712241085,31.449588209970965
A,15,10,130,poly,10.0,0.1,scale,3,47.6900308663626,0.8465358274061497,16.22749661456429,21.3439977012489
A,15,10,130,poly,10.0,0.1,0.01,2,208.1530975835213,0.6684001272646837,23.426359006306665,31.38687145190353
A,15,10,130,poly,10.0,0.1,0.01,3,35.4317439134411,0.8478294735387522,18.54809020568849,24.249649311081207
A,15,15,115,rbf,0.1,0.01,scale,2,7.330810909048959,0.8529462709634117,12.20014036353617,16.447980168165287
A,15,15,115,rbf,0.1,0.01,scale,3,7.330810909048959,0.8529462709634117,12.20014036353617,16.447980168165287
A,15,15,115,rbf,0.1,0.01,0.01,2,5.370081261907636,0.86535997273116,11.035948501003343,15.10294256774623
A,15,15,115,rbf,0.1,0.01,0.01,3,5.370081261907636,0.86535997273116,11.035948501003343,15.10294256774623
A,15,15,115,rbf,0.1,0.1,scale,2,7.33604104617396,0.8529698637258154,12.200572532037665,16.4499589797996
A,15,15,115,rbf,0.1,0.1,scale,3,7.33604104617396,0.8529698637258154,12.200572532037665,16.4499589797996
A,15,15,115,rbf,0.1,0.1,0.01,2,5.374017537608476,0.8653457157451083,11.036759270866057,15.104740273485604
A,15,15,115,rbf,0.1,0.1,0.01,3,5.374017537608476,0.8653457157451083,11.036759270866057,15.104740273485604
A,15,15,115,rbf,1.0,0.01,scale,2,5.2411697753121,0.873134261531588,9.47239801438996,13.98750577274918
A,15,15,115,rbf,1.0,0.01,scale,3,5.2411697753121,0.873134261531588,9.47239801438996,13.98750577274918
A,15,15,115,rbf,1.0,0.01,0.01,2,4.876368655785183,0.8765074642015092,9.642735398216985,14.043911037900433
A,15,15,115,rbf,1.0,0.01,0.01,3,4.876368655785183,0.8765074642015092,9.642735398216985,14.043911037900433
A,15,15,115,rbf,1.0,0.1,scale,2,5.241955244510964,0.8731125055792246,9.472099227923591,13.98703667190035
A,15,15,115,rbf,1.0,0.1,scale,3,5.241955244510964,0.8731125055792246,9.472099227923591,13.98703667190035
A,15,15,115,rbf,1.0,0.1,0.01,2,4.877671936353609,0.8765173779100011,9.64469640292135,14.045909380665956
A,15,15,115,rbf,1.0,0.1,0.01,3,4.877671936353609,0.8765173779100011,9.64469640292135,14.045909380665956
A,15,15,115,rbf,10.0,0.01,scale,2,5.422625552252658,0.8753485110206489,8.758205312079674,13.77480275650285
A,15,15,115,rbf,10.0,0.01,scale,3,5.422625552252658,0.8753485110206489,8.758205312079674,13.77480275650285
A,15,15,115,rbf,10.0,0.01,0.01,2,4.938281205910193,0.8800175904029718,9.010182188060906,13.721998639426214
A,15,15,115,rbf,10.0,0.01,0.01,3,4.938281205910193,0.8800175904029718,9.010182188060906,13.721998639426214
A,15,15,115,rbf,10.0,0.1,scale,2,5.419290779009565,0.875507602041659,8.756736440637615,13.77234363776896
A,15,15,115,rbf,10.0,0.1,scale,3,5.419290779009565,0.875507602041659,8.756736440637615,13.77234363776896
A,15,15,115,rbf,10.0,0.1,0.01,2,4.934719109640723,0.8800558680652161,9.009541959994438,13.719774516795132
A,15,15,115,rbf,10.0,0.1,0.01,3,4.934719109640723,0.8800558680652161,9.009541959994438,13.719774516795132
A,15,15,115,linear,0.1,0.01,scale,2,4.5066757473322685,0.8736915790660547,12.879637177334471,16.11416715101914
A,15,15,115,linear,0.1,0.01,scale,3,4.5066757473322685,0.8736915790660547,12.879637177334471,16.11416715101914
A,15,15,115,linear,0.1,0.01,0.01,2,4.5066757473322685,0.8736915790660547,12.879637177334471,16.11416715101914
A,15,15,115,linear,0.1,0.01,0.01,3,4.5066757473322685,0.8736915790660547,12.879637177334471,16.11416715101914
A,15,15,115,linear,0.1,0.1,scale,2,4.509268223480421,0.8736775526635251,12.882152288230122,16.11667789500492
A,15,15,115,linear,0.1,0.1,scale,3,4.509268223480421,0.8736775526635251,12.882152288230122,16.11667789500492
A,15,15,115,linear,0.1,0.1,0.01,2,4.509268223480421,0.8736775526635251,12.882152288230122,16.11667789500492
A,15,15,115,linear,0.1,0.1,0.01,3,4.509268223480421,0.8736775526635251,12.882152288230122,16.11667789500492
A,15,15,115,linear,1.0,0.01,scale,2,4.507435953485528,0.8736688219784883,12.87461699886362,16.110988251561704
A,15,15,115,linear,1.0,0.01,scale,3,4.507435953485528,0.8736688219784883,12.87461699886362,16.110988251561704
A,15,15,115,linear,1.0,0.01,0.01,2,4.507435953485528,0.8736688219784883,12.87461699886362,16.110988251561704
A,15,15,115,linear,1.0,0.01,0.01,3,4.507435953485528,0.8736688219784883,12.87461699886362,16.110988251561704
A,15,15,115,linear,1.0,0.1,scale,2,4.508334735033375,0.8736473246180232,12.875813060582256,16.11257015990936
A,15,15,115,linear,1.0,0.1,scale,3,4.508334735033375,0.8736473246180232,12.875813060582256,16.11257015990936
A,15,15,115,linear,1.0,0.1,0.01,2,4.508334735033375,0.8736473246180232,12.875813060582256,16.11257015990936
A,15,15,115,linear,1.0,0.1,0.01,3,4.508334735033375,0.8736473246180232,12.875813060582256,16.11257015990936
A,15,15,115,linear,10.0,0.01,scale,2,4.508192213871316,0.8736710666294455,12.873970325517508,16.110575429421793
A,15,15,115,linear,10.0,0.01,scale,3,4.508192213871316,0.8736710666294455,12.873970325517508,16.110575429421793
A,15,15,115,linear,10.0,0.01,0.01,2,4.508192213871316,0.8736710666294455,12.873970325517508,16.110575429421793
A,15,15,115,linear,10.0,0.01,0.01,3,4.508192213871316,0.8736710666294455,12.873970325517508,16.110575429421793
A,15,15,115,linear,10.0,0.1,scale,2,4.508897245914201,0.873642325879613,12.874325691180283,16.111839149136408
A,15,15,115,linear,10.0,0.1,scale,3,4.508897245914201,0.873642325879613,12.874325691180283,16.111839149136408
A,15,15,115,linear,10.0,0.1,0.01,2,4.508897245914201,0.873642325879613,12.874325691180283,16.111839149136408
A,15,15,115,linear,10.0,0.1,0.01,3,4.508897245914201,0.873642325879613,12.874325691180283,16.111839149136408
A,15,15,115,poly,0.1,0.01,scale,2,75.32381399542126,0.6665449388885388,20.30376778007016,27.98740672673512
A,15,15,115,poly,0.1,0.01,scale,3,30.140142565562247,0.8636993485821766,17.589869335020836,23.50214958254834
A,15,15,115,poly,0.1,0.01,0.01,2,145.06941746242225,0.6414919487962731,22.74388179591901,32.662007262576346
A,15,15,115,poly,0.1,0.01,0.01,3,78.42607395373513,0.8430743462621457,20.395183155746,28.48199050066264
A,15,15,115,poly,0.1,0.1,scale,2,75.33264851808678,0.6665031790899578,20.30600150314936,27.98813981166257
A,15,15,115,poly,0.1,0.1,scale,3,30.121502156809136,0.8636940549435398,17.590456453243224,23.50128617933724
A,15,15,115,poly,0.1,0.1,0.01,2,144.91534312923633,0.641501682226368,22.74443421375897,32.65684356881682
A,15,15,115,poly,0.1,0.1,0.01,3,78.44002445806478,0.8430797374155604,20.39550561321624,28.48286946632416
A,15,15,115,poly,1.0,0.01,scale,2,108.25626267019462,0.6848379320283244,19.498298923200093,26.804395028206123
A,15,15,115,poly,1.0,0.01,scale,3,12.992609632901836,0.8707732149992022,14.938226703354976,19.206273080568405
A,15,15,115,poly,1.0,0.01,0.01,2,74.30321514327893,0.670150159973444,20.1250836121188,27.751184568556432
A,15,15,115,poly,1.0,0.01,0.01,3,49.6955124713776,0.8591397506624816,18.233827679922204,24.6259637675629
A,15,15,115,poly,1.0,0.1,scale,2,108.20401596658508,0.6848624575461674,19.49767216242363,26.80545906715725
A,15,15,115,poly,1.0,0.1,scale,3,12.932912726649905,0.870789353521287,14.93816257879232,19.20713055709511
A,15,15,115,poly,1.0,0.1,0.01,2,74.27586322663255,0.6701408704695058,20.124478089737032,27.746664671181883
A,15,15,115,poly,1.0,0.1,0.01,3,49.70722766502925,0.8591380268422106,18.23423239683328,24.626385452863268
A,15,15,115,poly,10.0,0.01,scale,2,112.24571019755062,0.6873454721251768,19.494303192490243,26.709990635608342
A,15,15,115,poly,10.0,0.01,scale,3,10.1070030145555,0.8662846852780538,14.246359846310916,18.143906594408666
A,15,15,115,poly,10.0,0.01,0.01,2,111.2639333872098,0.6854961122217322,19.480405426201468,26.7757323566541
A,15,15,115,poly,10.0,0.01,0.01,3,17.297688220341445,0.8698250293420212,15.65391144361713,20.319351134955
A,15,15,115,poly,10.0,0.1,scale,2,111.61925768830883,0.6873491926097886,19.49333263102393,26.707356115134225
A,15,15,115,poly,10.0,0.1,scale,3,10.12960318986836,0.8663018806977021,14.248079489870552,18.1453630354614
A,15,15,115,poly,10.0,0.1,0.01,2,111.06719904485908,0.6855425165086257,19.47921019346312,26.77172884979268
A,15,15,115,poly,10.0,0.1,0.01,3,17.221734676461857,0.869837055401911,15.653305415931468,20.31899796119807
A,15,15,120,rbf,0.1,0.01,scale,2,8.785689191394297,0.845653630208681,13.159570133236368,17.539100953906814
A,15,15,120,rbf,0.1,0.01,scale,3,8.785689191394297,0.845653630208681,13.159570133236368,17.539100953906814
A,15,15,120,rbf,0.1,0.01,0.01,2,6.703642888639694,0.8583332291040326,12.029605928114288,16.267076575450606
A,15,15,120,rbf,0.1,0.01,0.01,3,6.703642888639694,0.8583332291040326,12.029605928114288,16.267076575450606
A,15,15,120,rbf,0.1,0.1,scale,2,8.789998498067822,0.84569305256713,13.16036389710576,17.540884764548462
A,15,15,120,rbf,0.1,0.1,scale,3,8.789998498067822,0.84569305256713,13.16036389710576,17.540884764548462
A,15,15,120,rbf,0.1,0.1,0.01,2,6.702641819909252,0.858337011171235,12.028671559494567,16.267076509816544
A,15,15,120,rbf,0.1,0.1,0.01,3,6.702641819909252,0.858337011171235,12.028671559494567,16.267076509816544
A,15,15,120,rbf,1.0,0.01,scale,2,6.576135735296896,0.8657695624841641,10.48225957905362,15.10486660503382
A,15,15,120,rbf,1.0,0.01,scale,3,6.576135735296896,0.8657695624841641,10.48225957905362,15.10486660503382
A,15,15,120,rbf,1.0,0.01,0.01,2,6.16474879868805,0.869483584283843,10.61750701542703,15.177762560890349
A,15,15,120,rbf,1.0,0.01,0.01,3,6.16474879868805,0.869483584283843,10.61750701542703,15.177762560890349
A,15,15,120,rbf,1.0,0.1,scale,2,6.573423894708776,0.8657858541911476,10.482195378454197,15.104407580211715
A,15,15,120,rbf,1.0,0.1,scale,3,6.573423894708776,0.8657858541911476,10.482195378454197,15.104407580211715
A,15,15,120,rbf,1.0,0.1,0.01,2,6.160284370975781,0.8694812506209221,10.61800811340396,15.177542401059972
A,15,15,120,rbf,1.0,0.1,0.01,3,6.160284370975781,0.8694812506209221,10.61800811340396,15.177542401059972
A,15,15,120,rbf,10.0,0.01,scale,2,6.9248214011866125,0.8696080461463239,9.723906896219448,14.891879115099467
A,15,15,120,rbf,10.0,0.01,scale,3,6.9248214011866125,0.8696080461463239,9.723906896219448,14.891879115099467
A,15,15,120,rbf,10.0,0.01,0.01,2,6.262671118508744,0.8734777478786662,9.975161888145513,14.83902902444127
A,15,15,120,rbf,10.0,0.01,0.01,3,6.262671118508744,0.8734777478786662,9.975161888145513,14.83902902444127
A,15,15,120,rbf,10.0,0.1,scale,2,6.921455334356291,0.8696999462087769,9.721855964042089,14.890137256206351
A,15,15,120,rbf,10.0,0.1,scale,3,6.921455334356291,0.8696999462087769,9.721855964042089,14.890137256206351
A,15,15,120,rbf,10.0,0.1,0.01,2,6.256214474436621,0.8735077581011265,9.974183364525928,14.837154353111654
A,15,15,120,rbf,10.0,0.1,0.01,3,6.256214474436621,0.8735077581011265,9.974183364525928,14.837154353111654
A,15,15,120,linear,0.1,0.01,scale,2,5.317457544211765,0.8657353845840996,13.446117732422788,17.039351084204416
A,15,15,120,linear,0.1,0.01,scale,3,5.317457544211765,0.8657353845840996,13.446117732422788,17.039351084204416
A,15,15,120,linear,0.1,0.01,0.01,2,5.317457544211765,0.8657353845840996,13.446117732422788,17.039351084204416
A,15,15,120,linear,0.1,0.01,0.01,3,5.317457544211765,0.8657353845840996,13.446117732422788,17.039351084204416
A,15,15,120,linear,0.1,0.1,scale,2,5.319162837093788,0.8657259688966923,13.447524826043953,17.041314973651897
A,15,15,120,linear,0.1,0.1,scale,3,5.319162837093788,0.8657259688966923,13.447524826043953,17.041314973651897
A,15,15,120,linear,0.1,0.1,0.01,2,5.319162837093788,0.8657259688966923,13.447524826043953,17.041314973651897
A,15,15,120,linear,0.1,0.1,0.01,3,5.319162837093788,0.8657259688966923,13.447524826043953,17.041314973651897
A,15,15,120,linear,1.0,0.01,scale,2,5.319312601883397,0.8656679869149715,13.43670987267959,17.03563686113556
A,15,15,120,linear,1.0,0.01,scale,3,5.319312601883397,0.8656679869149715,13.43670987267959,17.03563686113556
A,15,15,120,linear,1.0,0.01,0.01,2,5.319312601883397,0.8656679869149715,13.43670987267959,17.03563686113556
A,15,15,120,linear,1.0,0.01,0.01,3,5.319312601883397,0.8656679869149715,13.43670987267959,17.03563686113556
A,15,15,120,linear,1.0,0.1,scale,2,5.321807767912935,0.8656603922162928,13.440141770884043,17.038268246512565
A,15,15,120,linear,1.0,0.1,scale,3,5.321807767912935,0.8656603922162928,13.440141770884043,17.038268246512565
A,15,15,120,linear,1.0,0.1,0.01,2,5.321807767912935,0.8656603922162928,13.440141770884043,17.038268246512565
A,15,15,120,linear,1.0,0.1,0.01,3,5.321807767912935,0.8656603922162928,13.440141770884043,17.038268246512565
A,15,15,120,linear,10.0,0.01,scale,2,5.31917343594652,0.8656542088760112,13.436707179754023,17.035858182073117
A,15,15,120,linear,10.0,0.01,scale,3,5.31917343594652,0.8656542088760112,13.436707179754023,17.035858182073117
A,15,15,120,linear,10.0,0.01,0.01,2,5.31917343594652,0.8656542088760112,13.436707179754023,17.035858182073117
A,15,15,120,linear,10.0,0.01,0.01,3,5.31917343594652,0.8656542088760112,13.436707179754023,17.035858182073117
A,15,15,120,linear,10.0,0.1,scale,2,5.323008807317981,0.8656589329119964,13.439255408088387,17.03793099156909
A,15,15,120,linear,10.0,0.1,scale,3,5.323008807317981,0.8656589329119964,13.439255408088387,17.03793099156909
A,15,15,120,linear,10.0,0.1,0.01,2,5.323008807317981,0.8656589329119964,13.439255408088387,17.03793099156909
A,15,15,120,linear,10.0,0.1,0.01,3,5.323008807317981,0.8656589329119964,13.439255408088387,17.03793099156909
A,15,15,120,poly,0.1,0.01,scale,2,102.32799583365502,0.6573793248164144,22.31528912144344,30.10847130978569
A,15,15,120,poly,0.1,0.01,scale,3,36.3324879966032,0.8539783211670018,19.009648785145707,24.85306565704601
A,15,15,120,poly,0.1,0.01,0.01,2,164.9839263394082,0.6328647393476352,25.021727991331108,33.8286408649012
A,15,15,120,poly,0.1,0.01,0.01,3,98.03193235121763,0.8343390545522004,22.13341187566759,29.99252755391576
A,15,15,120,poly,0.1,0.1,scale,2,102.2246557947307,0.6573868361537007,22.3154213685286,30.10335592695132
A,15,15,120,poly,0.1,0.1,scale,3,36.38986980427812,0.853991660540227,19.010307210866067,24.85789632358224
A,15,15,120,poly,0.1,0.1,0.01,2,164.86555869854462,0.6328629488101861,25.02194013124646,33.82630698353104
A,15,15,120,poly,0.1,0.1,0.01,3,98.0392901585281,0.834345384468441,22.13280475874392,29.99245101806978
A,15,15,120,poly,1.0,0.01,scale,2,138.3479585403598,0.6752212209210833,21.41340697189188,28.77094450681914
